keyword,source_seed_group,avg_monthly_searches,competition,top_of_page_bid_low,top_of_page_bid_high,notes
panamericana sillas escritorio,office,50,高,0.59,5.79,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
permasa mobiliario,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
persa bio bio escritorios,office,50,低,,,review: requires page-role and SERP-intent filtering before use
pm steele muebles,office,50,高,7.18,57.55,review: requires page-role and SERP-intent filtering before use
poliarte mobiliario de oficina,office,50,高,29.16,49.37,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
poxsa muebles,office,50,低,,,review: requires page-role and SERP-intent filtering before use
precio de archiveros para oficina,office,50,高,1.60,39.61,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
precio de mobiliario de oficina,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
precio de muebles para oficina,office,50,高,6.39,37.76,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
precio de silla de escritorio con ruedas,office,50,高,1.04,23.96,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
precio de silla de oficina con ruedas,office,50,高,0.45,23.96,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
precio de silla escritorio,office,50,高,1.40,28.72,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
precio de sillas de espera para oficina,office,50,高,0.90,22.05,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
precio de sillas de oficina usadas,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
precio de sillas ejecutivas,office,50,高,10.92,36.49,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
precio de sillas giratorias,office,50,高,0.40,17.36,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
precio sillas de escritorio con ruedas,office,50,高,1.24,10.94,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
promart silla giratoria,office,500,高,0.34,3.75,review: requires page-role and SERP-intent filtering before use
promart silla oficina,office,50,高,0.97,7.05,review: requires page-role and SERP-intent filtering before use
promart sillas giratorias,office,500,高,0.34,3.75,review: requires page-role and SERP-intent filtering before use
prosecal sillas de oficina y muebles de oficina,office,50,低,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
proveedores de mobiliario y equipo de oficina,office,50,中,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
proveedores de sillas ejecutivas,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
proveedores mobiliario de oficina,office,50,高,25.98,151.50,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
puesto de oficina,office,50,低,,,review: requires page-role and SERP-intent filtering before use
puesto de trabajo muebles para oficina,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
puestos de oficinas,office,50,低,,,review: requires page-role and SERP-intent filtering before use
puestos de trabajo modulares para oficina,office,50,中,7.43,25.58,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
puestos de trabajo muebles,office,50,中,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
puestos de trabajo para oficina precios,office,50,中,2.39,26.90,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
puestos oficina,office,50,低,,,review: requires page-role and SERP-intent filtering before use
recepcion oficina moderna,office,50,中,,,review: requires page-role and SERP-intent filtering before use
recepciones de madera,office,50,高,10.48,60.24,review: requires page-role and SERP-intent filtering before use
recepciones de oficina,office,50,中,14.34,594.78,review: requires page-role and SERP-intent filtering before use
recepciones en madera,office,50,低,,,review: requires page-role and SERP-intent filtering before use
requiez muebles de oficina,office,50,中,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
rimax playera,office,500,高,1.12,5.64,review: requires page-role and SERP-intent filtering before use
riviera mobiliario de oficina,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
riviera muebles oficina,office,50,未知,,,review: requires page-role and SERP-intent filtering before use
rodachines para sillas giratorias,office,50,高,0.89,6.96,review: requires page-role and SERP-intent filtering before use
ruedas de escritorio,office,50,高,0.64,8.92,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
ruedas de silicona para sillas de oficina,office,50,高,0.96,8.89,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
ruedas escritorio,office,50,高,0.62,12.55,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
ruedas para muebles de oficina,office,50,高,1.23,8.63,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
sala de juntas mobiliario,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
scorpion silla gamer,office,50,中,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sears muebles de oficina,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
secret lab silla gamer,office,500,高,2.88,13.79,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
segunda mano mobiliario oficina,office,50,中,2.25,16.28,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
separadores de mesas de oficina,office,50,高,,,review: requires page-role and SERP-intent filtering before use
separadores para archivero metálico,office,500,高,1.60,19.71,review: requires page-role and SERP-intent filtering before use
separadores para mesas de oficina,office,50,未知,,,review: requires page-role and SERP-intent filtering before use
silla alma white,office,0,未知,,,review: requires page-role and SERP-intent filtering before use
silla alta de bar giratoria,office,50,高,1.06,7.65,review: requires page-role and SERP-intent filtering before use
silla apoyabrazos,office,500,高,2.23,16.94,review: requires page-role and SERP-intent filtering before use
silla baut negra,office,50,未知,,,review: requires page-role and SERP-intent filtering before use
silla begonia,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla bika,office,50,中,,,review: requires page-role and SERP-intent filtering before use
silla computador homecenter,office,50,高,0.46,7.31,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla con posa brazo,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla de consultorio,office,500,高,4.37,40.99,review: requires page-role and SERP-intent filtering before use
silla de escritorio bodega aurrera,office,50,高,1.24,23.96,review: requires page-role and SERP-intent filtering before use
silla de escritorio con apoyabrazos,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla de escritorio cómoda,office,500,高,2.27,23.96,review: requires page-role and SERP-intent filtering before use
silla de escritorio fucsia,office,50,中,,,review: requires page-role and SERP-intent filtering before use
silla de escritorio home collection,office,50,高,1.14,7.35,review: requires page-role and SERP-intent filtering before use
silla de escritorio para adolescentes,office,50,高,1.77,13.17,review: requires page-role and SERP-intent filtering before use
silla de escritorio sencilla,office,500,高,1.34,17.44,review: requires page-role and SERP-intent filtering before use
silla de escritorio trujillo,office,50,高,3.17,19.95,review: requires page-role and SERP-intent filtering before use
silla de escritorio turquesa,office,50,高,1.73,14.11,review: requires page-role and SERP-intent filtering before use
silla de espaldas,office,500,中,,,review: requires page-role and SERP-intent filtering before use
silla de estudiante,office,50,高,2.86,27.45,review: requires page-role and SERP-intent filtering before use
silla de madera con ruedas,office,50,中,,,review: requires page-role and SERP-intent filtering before use
silla de oficina capricornio,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla de oficina comoda y barata,office,50,高,6.82,51.73,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla de oficina en coppel,office,50,高,1.36,23.96,review: requires page-role and SERP-intent filtering before use
silla de oficina en mercado libre,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla de oficina en walmart,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla de oficina se baja sola,office,50,低,,,review: requires page-role and SERP-intent filtering before use
silla de oficina stanford negra,office,50,低,,,review: requires page-role and SERP-intent filtering before use
silla de tijera,office,500,高,1.52,324.58,review: requires page-role and SERP-intent filtering before use
silla eames para escritorio,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla economalla,office,50,高,5.93,160.10,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla ejecutiva con respaldo 006,office,50,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla ejecutiva edgar,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla ejecutiva giratoria,office,50,高,2.82,28.13,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla ejecutiva herman miller,office,50,高,5.09,121.69,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla ejecutiva ventura,office,50,高,3.52,9.59,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla en coppel,office,500,高,0.85,15.71,review: requires page-role and SERP-intent filtering before use
silla ergonomica cinius,office,0,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla ergonomica oficina homecenter,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla ergonómica easy,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla ergonómica homecenter,office,500,高,0.64,6.21,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla ergonómica walmart,office,50,高,2.13,24.87,review: requires page-role and SERP-intent filtering before use
silla escritorio blanca ruedas,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio diseño nordico,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio habitacion,office,50,高,1.88,18.80,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio homy,office,50,高,0.91,5.18,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio infantil amazon,office,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla escritorio junior,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio juvenil ergonomica,office,50,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio madera y cuero,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio markus,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio nora,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio novahus,office,50,高,2.99,74.88,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio recaro,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio sencilla,office,50,高,1.89,12.01,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla espalda,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla fija apilable,office,50,高,4.53,12.19,review: requires page-role and SERP-intent filtering before use
silla flintan,office,50,中,3.57,20.04,review: requires page-role and SERP-intent filtering before use
silla gamer amazon barata,office,50,高,1.61,5.75,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla gamer con escritorio,office,500,高,0.80,8.91,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla gamer para escritorio,office,50,高,1.42,12.73,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla gaming se baja sola,office,50,未知,,,review: requires page-role and SERP-intent filtering before use
silla gerencial homecenter,office,50,高,0.62,4.95,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla gerencial mercado libre,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla gerencial sodimac,office,500,高,0.37,6.65,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla gerente homecenter,office,50,高,0.65,5.31,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla giratoria con brazos,office,50,高,3.87,40.30,review: requires page-role and SERP-intent filtering before use
silla giratoria gerencial,office,50,高,1.76,10.35,review: requires page-role and SERP-intent filtering before use
silla giratoria homecenter,office,500,高,0.35,4.90,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla giratoria oficina precio,office,50,高,0.35,13.79,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla haworth precio,office,50,高,2.56,33.54,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla incomoda,office,500,中,,,review: requires page-role and SERP-intent filtering before use
silla interlocutora con brazos,office,50,高,3.31,17.60,review: requires page-role and SERP-intent filtering before use
silla interlocutora sin brazos,office,50,高,3.05,18.69,review: requires page-role and SERP-intent filtering before use
silla järvfjället,office,50,高,4.96,12.42,review: requires page-role and SERP-intent filtering before use
silla masajeadora easy,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla mesa estudio,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla muma,office,500,高,2.86,10.38,review: requires page-role and SERP-intent filtering before use
silla oficina eames blanca,office,50,中,,,review: requires page-role and SERP-intent filtering before use
silla oficina eames original,office,50,未知,,,review: requires page-role and SERP-intent filtering before use
silla oficina masajeadora,office,50,高,3.69,18.26,review: requires page-role and SERP-intent filtering before use
silla oficina no sube,office,50,低,,,review: requires page-role and SERP-intent filtering before use
silla oficina respaldo abatible,office,50,未知,,,review: requires page-role and SERP-intent filtering before use
silla oficina se baja sola,office,50,低,,,review: requires page-role and SERP-intent filtering before use
silla oficina sin apoyabrazos,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla oficina tottus,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla oficina versoni,office,0,未知,,,review: requires page-role and SERP-intent filtering before use
silla oficina vitra segunda mano,office,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla onix negra,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla para computador homecenter,office,50,高,0.41,6.28,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla para computadora easy,office,50,低,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla para descansar la espalda,office,500,高,1.21,16.59,review: requires page-role and SERP-intent filtering before use
silla para escritorio oferta,office,50,高,1.98,25.57,review: requires page-role and SERP-intent filtering before use
silla para mesa de trabajo,office,50,高,2.63,133.21,review: requires page-role and SERP-intent filtering before use
silla para pc easy,office,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla pc malla gris,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla postural ergonómica,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla redonda giratoria,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla rosada sodimac,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla secretarial mercado libre,office,50,高,7.37,32.96,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla secretarial rosa,office,50,高,3.33,22.28,review: requires page-role and SERP-intent filtering before use
silla sillon oficina,office,50,高,5.43,91.09,review: requires page-role and SERP-intent filtering before use
silla sodimac escritorio,office,500,高,0.65,6.25,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla tela oficina,office,50,高,5.03,64.85,review: requires page-role and SERP-intent filtering before use
silla thor,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla trabajo plegable,office,50,未知,,,review: requires page-role and SERP-intent filtering before use
silla tukasa,office,50,高,1.69,10.22,review: requires page-role and SERP-intent filtering before use
silla vitra segunda mano,office,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla y mesa oficina,office,50,高,3.66,15.83,review: requires page-role and SERP-intent filtering before use
sillas de confidente segunda mano,office,,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas de diseño para oficina,office,50,高,,,review: requires page-role and SERP-intent filtering before use
sillas de escritorio baratas mercado libre,office,50,高,3.98,15.00,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas de escritorio basicas,office,50,高,0.98,9.44,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio economicas homecenter,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas de escritorio el container,office,50,高,7.61,79.87,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio en cuero,office,50,高,2.04,13.42,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio en homecenter,office,50,高,0.39,5.11,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas de escritorio en promart,office,50,高,0.33,2.03,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio fabricantes,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio iquique,office,50,高,7.30,30.07,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio lindas,office,50,高,1.33,11.96,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio panamericana,office,50,高,0.58,4.88,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio para mujer,office,500,高,1.28,12.92,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio para niñas con ruedas,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio personalizadas,office,50,高,7.38,29.50,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio plaza vea,office,500,高,1.01,32.78,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio sin ruedas precios,office,50,高,4.67,30.70,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas de escritorio tugo,office,500,高,0.95,7.27,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de espera de oficina,office,500,高,7.47,30.10,review: requires page-role and SERP-intent filtering before use
sillas de espera para oficina precio,office,50,高,1.27,16.74,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas de oficina bodega aurrera,office,50,高,1.70,28.37,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de oficina buen fin,office,50,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de oficina en promocion,office,50,中,2.34,14.06,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de oficina exito,office,50,高,0.66,10.47,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de oficina maestro,office,50,中,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de oficina ofix,office,50,高,1.73,125.79,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de oficina para mesas altas,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de oficina zona norte,office,50,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de plastico para escritorio,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de recepcion modernas,office,50,高,3.51,55.61,review: requires page-role and SERP-intent filtering before use
sillas de trabajo comodas,office,50,高,4.15,36.82,review: requires page-role and SERP-intent filtering before use
sillas económicas para oficina,office,5000,高,4.71,42.35,review: requires page-role and SERP-intent filtering before use
sillas ejecutivas usadas,office,50,低,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas escritorio clasicas,office,50,高,,,review: requires page-role and SERP-intent filtering before use
sillas escritorio home sentry,office,50,高,,,review: requires page-role and SERP-intent filtering before use
sillas escritorio ripley,office,500,高,1.29,10.62,review: requires page-role and SERP-intent filtering before use
sillas escritorio tottus,office,50,高,,,review: requires page-role and SERP-intent filtering before use
sillas flexibles,office,50,高,0.78,21.09,review: requires page-role and SERP-intent filtering before use
sillas gamer precios,office,500,高,0.36,5.37,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas giratorias economicas,office,50,高,3.01,48.98,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas giratorias homecenter,office,500,高,0.35,4.90,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas giratorias maestro,office,50,高,,,review: requires page-role and SERP-intent filtering before use
sillas giratorias precio,office,500,高,0.38,12.49,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas giratorias usadas,office,50,低,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas indumac,office,50,高,8.07,30.25,review: requires page-role and SERP-intent filtering before use
sillas interlocutoras homecenter,office,50,高,0.64,13.20,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas minimalistas para oficina,office,50,高,8.59,127.20,review: requires page-role and SERP-intent filtering before use
sillas modulares para sala de espera,office,50,高,6.69,60.58,review: requires page-role and SERP-intent filtering before use
sillas oficina archivos activos,office,,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas oficina calidad,office,50,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas oficina fabrica,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas oficina sabadell,office,,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas para ciber,office,50,高,3.74,115.23,review: requires page-role and SERP-intent filtering before use
sillas para computador economicas,office,50,高,1.40,14.57,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas para escritorio panamericana,office,50,高,,,review: requires page-role and SERP-intent filtering before use
sillas para escritorio usadas baratas,office,50,低,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas para mantener la espalda recta,office,50,高,2.56,19.07,review: requires page-role and SERP-intent filtering before use
sillas para oficina chedraui,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas para oficina de segunda mano,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas para oficina easy,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas para oficina en homecenter,office,50,高,0.64,8.16,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas para oficina en sams club,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas para oficina exito,office,50,高,0.91,6.08,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas para oficina tugo,office,50,高,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas para recepcion altas,office,50,高,11.82,39.89,review: requires page-role and SERP-intent filtering before use
sillas para visitantes,office,50,高,8.79,798.66,review: requires page-role and SERP-intent filtering before use
sillas rodantes,office,500,高,6.07,27.33,review: requires page-role and SERP-intent filtering before use
sillas salas de juntas,office,500,高,11.82,207.57,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
sillas sling,office,500,高,2.01,35.23,review: requires page-role and SERP-intent filtering before use
sillas sparco,office,500,中,1.52,10.47,review: requires page-role and SERP-intent filtering before use
sillas tugó,office,5000,高,1.24,9.25,review: requires page-role and SERP-intent filtering before use
sillas usadas de escritorio baratas,office,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas vonhaucke,office,50,中,,,review: requires page-role and SERP-intent filtering before use
sillas wilkhahn segunda mano,office,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas y sillones para oficina,office,50,中,17.66,70.30,review: requires page-role and SERP-intent filtering before use
silleria de oficina,office,50,高,32.49,222.48,review: requires page-role and SERP-intent filtering before use
sillon con ruedas para escritorio,office,500,高,1.29,24.05,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillon de computadora,office,50,高,,,review: requires page-role and SERP-intent filtering before use
sillon de escritorio mercado libre,office,50,低,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillon ejecutivo sams,office,50,高,5.58,33.03,review: requires page-role and SERP-intent filtering before use
sillon ergonomico lumbar,office,50,高,3.41,16.53,review: requires page-role and SERP-intent filtering before use
sillon giratorio zurich,office,50,高,5.17,30.68,review: requires page-role and SERP-intent filtering before use
sillon oficina mercado libre,office,50,高,7.69,15.97,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillon para oficina ejecutivo,office,50,高,5.82,38.31,review: requires page-role and SERP-intent filtering before use
sillon semi ejecutivo,office,50,高,13.03,325.65,review: requires page-role and SERP-intent filtering before use
sillones de oficina usados,office,50,中,5.30,22.96,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillones gerenciales ergonomicos,office,50,高,3.53,8.18,review: requires page-role and SERP-intent filtering before use
sillones para recepción de oficina,office,50,中,8.13,55.59,review: requires page-role and SERP-intent filtering before use
sillones sala de espera oficinas,office,50,高,,,review: requires page-role and SERP-intent filtering before use
sodimac escritorios y sillas,office,50,高,0.32,1.46,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sodimac sillas de escritorio precios,office,50,高,0.71,4.64,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
